1.406604436815981057e-03,1.872786941470090970e-05,1.251140430979610640e-05,-3.589753377363457103e-05,2.989159710533749711e-05,3.946044763466303854e-05,1.986207790003807481e-05,8.810096813507522747e-05,1.492686252751401886e-05,1.624231294890806789e-05,2.210153286585501132e-06,-2.047468293113542770e-05,7.620274762001452925e-06,4.269125685761932291e-05,4.521295161106244601e-04,1.848121559554173003e-04,-1.891665650898504328e-05,9.728394861315898179e-06,1.079130386600445074e-04,-8.854897762730770065e-05,3.441394615711970836e-06,1.506325338592912099e-04,-1.766305303844334157e-04,2.575149195914677811e-04,4.584204506710484587e-06,-8.920427382280533691e-06,-2.853308523879501798e-06,-1.234426758200210917e-06,2.527731196085882405e-06,-2.783318483461029783e-06,-7.119144011122402864e-06,5.826389469947343296e-06,3.339421294710027601e-06,9.110294086122135989e-06,7.959057827095780970e-06,-1.020755502605519650e-05,7.413879220658631513e-06,1.484582088092794212e-05,5.847082512206317087e-07,-8.733696713060768005e-06,-2.256439064546941227e-05,-1.940280278003763060e-05,-5.882271842484408529e-06,-2.083619139097810026e-05,5.260883339724181530e-06,-1.145881428692312174e-05,-2.491911221862367550e-05
1.872786941469956461e-05,2.211973597303087957e-03,-3.305898186960877863e-05,-8.130070749006801647e-06,-6.447761238835379846e-05,-2.804840883525090451e-05,4.367635864702048166e-05,-6.252746096277667694e-05,-4.727012786784425588e-05,5.699391389779911359e-05,5.443718497654407218e-05,-7.366412217534813105e-05,-3.347642639164164261e-05,-8.378181117516165805e-05,-6.365082592608494816e-04,-1.009483844763171942e-04,2.269818915158772899e-05,-7.560836649951614364e-06,-6.766219352599121579e-05,1.945282018689098447e-04,1.256419526169695182e-05,-1.748082078274490003e-04,1.971458044008286858e-04,1.563168426965134397e-04,-1.074533457695318006e-05,-1.672615239281750468e-07,-5.818858560694034992e-06,-7.894726457498754101e-07,-2.546050270957958144e-06,6.122313250925758113e-06,1.287744016974337058e-05,5.914301888777675699e-06,-2.373919739066331968e-06,-4.183331322529744725e-06,-2.138140792842232123e-05,-2.289311783331788048e-05,5.943918527473470684e-05,-1.025637615308526399e-05,3.375125893950212041e-06,-1.280938848866460162e-07,-1.446833443187681049e-05,-2.811185263460647566e-05,-2.810374632550847237e-06,1.137891958297806016e-05,8.527274985517846161e-06,-2.795720320259312226e-05,3.011126713660970810e-05
1.251140430979661123e-05,-3.305898186960953757e-05,1.965028637693168410e-03,-4.439367964114060070e-05,-2.490252811573784409e-05,-1.780688697973325781e-05,-6.203111817117779022e-06,8.902052418157811904e-05,-1.811418589613776293e-06,3.149133893931954852e-06,2.276123141159993606e-05,9.122488792004547199e-06,1.897797541092100749e-05,-3.301014477283611298e-04,-2.251075803774063968e-04,-4.160312277242918721e-05,3.463564192812013944e-05,3.597830424649266429e-05,1.044825500484446244e-05,8.738584272362781016e-06,-1.643224874189694741e-04,1.169020457926886242e-04,-5.155371978675709954e-05,3.603200481635440819e-04,-1.380537405695150420e-05,3.000120182927637898e-06,-7.803839808127542962e-06,1.542188347711925481e-06,9.707533184631211396e-07,-4.266507495593072477e-06,-2.895886794489963498e-06,-9.178853818105004437e-06,9.432256949379469325e-08,-5.865326428492768966e-07,-6.047696500126011543e-06,-4.820823851026173197e-06,2.914316811424798168e-05,1.327250259403320059e-05,1.079892654614470500e-05,-1.556806758420009143e-06,-1.307626790822645310e-05,-1.250363095669505414e-05,-8.392266374496780895e-06,-1.663148427417877927e-05,-1.488689925488408447e-05,-3.917376522963950737e-06,6.624672565095911845e-06
-3.589753377363085087e-05,-8.130070749011441693e-06,-4.439367964113849328e-05,1.519921910715154797e-03,-4.271669904308189928e-05,-5.240977285879853742e-05,-2.975326133930192220e-05,1.731488966761874393e-05,-3.371459980942087070e-05,-5.922790881978068990e-05,6.135213237960227665e-06,-8.916599485644022055e-05,3.482447835498470978e-05,-1.154927178080958382e-04,-4.136268695304196454e-05,-3.465691945099556885e-06,-1.739865814548162724e-05,-1.203070187063057121e-05,-9.531532256057496851e-06,-5.190008362410339094e-05,-1.525075953536179896e-04,8.615291398438001253e-05,-8.494025401129743887e-05,1.401298290875380029e-04,-9.317771883512401289e-06,-2.124011602176412730e-07,-3.324493950753323966e-06,-2.773744749136439037e-06,1.693976251816602797e-06,-1.585157513394556267e-05,-1.090368879452728998e-05,-7.342450153600777943e-06,-5.813618956237521868e-06,8.880518784797650388e-06,1.100215633159171389e-05,4.765141827660177183e-06,-4.234585334716124459e-06,6.207050872374236862e-06,3.179968897466258797e-06,5.413925815257948531e-07,1.468598973349711993e-07,-1.066652174000066571e-05,-1.449888801293699582e-06,-8.269509053304597174e-06,3.279100791397004179e-05,1.285303419081159833e-05,-1.171953809651234429e-05
2.989159710533473239e-05,-6.447761238835107440e-05,-2.490252811573877582e-05,-4.271669904308294282e-05,1.710585042757411037e-03,-2.817787900507636595e-05,-5.322141013896559996e-05,-8.769692480193869144e-05,-4.414076233339396239e-05,-3.444494433695275559e-05,-9.204852124375171357e-06,-5.088087465488667232e-05,-5.212662324357961754e-05,-2.898014871050966272e-05,-4.985025970041641547e-04,-1.177125332739335165e-04,-4.945671997555796141e-05,-1.426301758759812810e-05,-5.494021209426716991e-05,4.102771259537554165e-05,-5.285127869269042522e-05,-4.343806089427000008e-05,3.234907671524848424e-05,-3.099323713947668826e-05,-1.338866613696921682e-05,6.790181838737026438e-06,-2.582085076610373094e-06,-8.451761586934981551e-07,-2.573049171398893158e-06,-1.004626073433581630e-05,-1.195549166697028320e-05,-1.317726799409541039e-05,-2.504095873176537384e-06,9.380005949220154304e-06,-1.280758721430141920e-06,1.044793940342526078e-05,-1.559287203610163635e-05,-1.537720754700660122e-05,-2.596441813903315097e-06,5.936308059267107535e-06,1.241571955736294355e-05,-7.862551321312172967e-06,-8.614695270492443642e-06,6.368896392287561501e-06,3.411482477227661763e-05,9.368577916935099290e-06,2.283629543249128901e-05
3.946044763466494945e-05,-2.804840883525441122e-05,-1.780688697972971382e-05,-5.240977285880056352e-05,-2.817787900507729768e-05,2.329165385102825291e-03,-6.487481644206639496e-05,-1.635636481702403867e-04,-2.253086404782385924e-05,-1.179951842204175235e-04,-4.503319764687163456e-05,-7.669571096726155487e-05,-4.785531579845477644e-07,6.089230747074538978e-05,-4.080282319616511714e-04,-1.377429758972986782e-04,-6.221418900225579915e-06,5.253390148149512976e-07,-2.113277541836208599e-04,4.105387147657317147e-05,-9.443475757156549483e-05,-2.271883922067942439e-04,1.168420556490733253e-04,-3.441949791334990836e-04,-3.841832753232198749e-06,1.198687053419705460e-06,-5.067931355980482701e-06,-4.788340031143479349e-07,3.821397875772607948e-06,-1.195246103865070069e-05,-1.856745667438866516e-06,-9.059116466478751940e-06,-9.534118807193658887e-06,-3.871083855509616175e-06,-8.658020489533882585e-07,-5.837922933346888486e-06,1.016264196846927457e-05,-1.194489826066083289e-05,5.659201546045313995e-06,3.687481253844959333e-06,6.916666379015547398e-07,-7.449009443074939348e-06,-5.719517675335181838e-06,-1.360661624167369722e-05,3.775246597611580893e-06,1.244377102723555331e-05,1.031383059057930917e-05
1.986207790003915902e-05,4.367635864702523182e-05,-6.203111817110713073e-06,-2.975326133929694165e-05,-5.322141013896597266e-05,-6.487481644206770956e-05,2.782660973521669263e-03,-1.162731727630308536e-04,-2.279408109139460483e-05,-8.429035475196499424e-05,-1.097009642416743634e-04,-3.395646525698139040e-05,5.418414766902643608e-05,1.442372969039654922e-04,3.633834164019526325e-05,-4.020622295894038718e-05,-8.573732337717998293e-05,-6.509431137846418707e-07,-1.137259618501067232e-04,-6.417446139039777024e-05,1.849586910313712581e-05,-1.725714012348291326e-04,-1.126866077464336346e-04,-1.636964290650369037e-04,-2.276665034891719433e-05,8.396107344137073992e-06,4.304679149254494556e-06,-1.731846849059921537e-06,-5.939657930387873491e-08,-1.419794397479170359e-05,-2.787904924353766203e-05,-1.948562556632967119e-05,-6.492594352340643772e-06,5.407235403010340868e-06,2.122134551769195418e-05,3.461964800499441221e-05,-3.286531762254394593e-05,1.000390886720724369e-05,-2.856333592570595660e-06,6.902116727291202052e-07,1.399277569865616745e-05,5.004724856055746709e-06,-1.614793627382023260e-05,-1.166837724817044040e-05,-7.634825991655357959e-06,3.782480086109213981e-05,-1.148890907432009789e-05
8.810096813507230012e-05,-6.252746096277506419e-05,8.902052418157910838e-05,1.731488966761649082e-05,-8.769692480194145616e-05,-1.635636481702419588e-04,-1.162731727630362069e-04,2.769583359800736888e-03,-7.260294651443041202e-05,-1.074195037871735408e-04,-1.565489971496536524e-04,-1.578863360040768694e-04,-1.163458920234115708e-08,3.609888767493858405e-04,-7.296296832592118805e-04,-2.721544626597705583e-04,-1.043328892575095510e-04,-1.472831111985843904e-04,-4.103051645414233155e-04,3.694565414074053931e-04,1.781368382510019669e-04,-8.253556411161567467e-04,4.411953326759542418e-04,-1.051097541686075521e-03,-7.538630200245332490e-06,5.784096033482307053e-06,-3.635884668411201954e-06,2.630801435928355406e-06,4.476993090022029423e-06,-1.498015168303979648e-06,1.502689933875656983e-06,-1.398779183011905339e-05,-9.305198816626326035e-06,-9.663361341829467961e-06,-2.271921586171462892e-05,-7.243470404883839050e-06,2.641398202979137081e-05,-2.116341574478990654e-05,5.470664815609372379e-06,4.249725795048690654e-06,-8.057728314024980863e-07,-1.784265944908158710e-05,-1.218462911244968802e-05,1.879483948933152872e-06,7.079577428398688049e-06,-1.011453198691611281e-05,2.790604594732240705e-05
1.492686252751585353e-05,-4.727012786784463535e-05,-1.811418589615355798e-06,-3.371459980942141281e-05,-4.414076233339470778e-05,-2.253086404782399815e-05,-2.279408109139412710e-05,-7.260294651442886704e-05,3.657928970528414973e-03,-4.614278165431358124e-05,-4.936134947037287114e-05,-1.512767045583343292e-04,1.451453314438093831e-05,2.409966374001922936e-05,-1.818996330661808722e-04,-5.614308812401606744e-05,-9.193065423724812609e-05,-4.681715944186815134e-05,-5.804387271408589333e-05,1.207480921220728179e-04,-7.567616974179375289e-05,-1.035113416183840721e-04,-6.253239515424982001e-05,-2.010494526249164348e-04,-7.361626480058730174e-06,1.525200719024980259e-06,1.743590521122374392e-06,2.725432291425257781e-07,8.921296173320657895e-07,-1.001395496305481782e-05,-1.455624057793430930e-05,-8.233515769517156762e-06,-1.083191586588910831e-05,2.870760589297575146e-06,1.900577188039033084e-06,4.013350178019939882e-06,-4.388095617744430630e-07,-1.658090743803074054e-05,-1.792338655315228130e-05,-4.281671524192636105e-06,1.353954157246577935e-05,-7.989983703755501311e-06,-2.235756148626404164e-06,6.904874784595537601e-06,4.311720478972598324e-05,1.180429094302661216e-06,1.920409066946107603e-05
1.624231294890896235e-05,5.699391389779812425e-05,3.149133893932584197e-06,-5.922790881977504527e-05,-3.444494433695359585e-05,-1.179951842204172660e-04,-8.429035475196094203e-05,-1.074195037871737983e-04,-4.614278165431386585e-05,5.045206503489008294e-03,-6.439573377989139097e-05,-1.860105412460289420e-04,-3.806621633981073499e-05,-8.176239730853496315e-06,8.316411298174483299e-07,-2.539869811780429788e-05,-1.407608826443971064e-04,-8.167250985368290032e-05,-1.006122745246137534e-04,-1.575940118736343144e-04,-2.732336309899519164e-04,2.340309034010232468e-05,-1.738331890391058216e-04,-6.084625129054968724e-04,2.831016365165107016e-05,-8.590292823932875983e-06,9.321584759284863658e-07,3.632730585380659415e-06,4.957677416652767011e-06,-1.529527266741120736e-05,-1.921837961993280727e-05,-1.441745930536669041e-05,-1.359324796936904927e-05,-1.174208826930479199e-06,4.316701369938016876e-06,9.838481557607796777e-06,-6.868912185325827026e-05,-3.403461732014233747e-05,-7.304033861822873643e-06,-5.682932759189928692e-06,1.768067475426787468e-05,2.868743628013400345e-05,7.318246451760232107e-06,-8.774032603132841002e-06,2.379906764063164184e-05,3.995537901185747487e-05,-9.429216906241595387e-06
